MachineID,MachineModel,ServicePeriod,error1_avg,error2_avg,error3_avg,error4_avg,error5_avg,Comp_Timelapse_diff_errors,RecentError,MostOccuredError,comp_1_replace_avg,comp_2_replace_avg,comp_3_replace_avg,comp_4_replace_avg,Comp_Timelapse_diff_replace,RecentReplacedComp,MostReplacedComp,comp1_repair_avg,comp2_repair_avg,comp3_repair_avg,comp4_repair_avg,Comp_Timelapse_diff_repair,RecentRepaired,MostRepairedComponent,Sensor1_max,Sensor2_max,Sensor3_max,Sensor4_max,Sensor1_min,Sensor2_min,Sensor3_min,Sensor4_min,Sensor1_mean,Sensor2_mean,Sensor3_mean,Sensor4_mean,ActionPoint
MID11562,model3,11,75.0,0.0,47.23,0.0,0.0,37.5,error1,error1,75.0,0.0,0.0,0.0,60.0,Component1,Component1,80.5,82.83,32.14,35.17,13.76,Component4,Component3,234.28,630.89,154.14,63.42,111.69,237.47,55.61,21.3,170.87,447.0,100.76,40.21,ComponentRepair
MID11563,model3,11,67.29,49.23,0.0,0.0,0.0,33.55,error1,error1,0.0,0.0,0.0,0.0,52.5,Component1,Component1,74.4,77.4,49.5,53.0,19.68,Component1,Component4,247.8,645.3,148.96,64.74,111.28,219.27,57.3,21.42,170.78,448.22,100.86,40.27,ComponentRepair
MID11565,model3,10,35.0,45.0,67.5,16.79,0.0,13.5,error2,error1,35.0,67.5,0.0,0.0,27.0,Component2,Component1,31.75,46.0,45.75,71.29,15.12,Component4,Component1,234.32,634.62,171.1,62.45,117.06,204.27,57.69,21.23,171.02,446.55,100.62,40.35,ComponentRepair
MID11566,model4,9,21.83,0.0,0.0,0.0,0.0,21.35,error2,error1,22.5,0.0,0.0,0.0,35.0,Component2,Component1,42.14,111.25,35.0,46.43,17.41,Component3,Component3,233.44,634.19,153.99,67.98,114.17,237.63,53.5,21.33,170.79,447.81,100.7,40.26,ComponentRepair
MID11567,model3,10,0.0,70.0,58.34,0.0,0.0,34.8,error3,error3,0.0,70.0,0.0,0.0,63.75,Component2,Component2,44.86,54.89,43.22,37.4,14.11,Component2,Component4,242.59,658.3,158.74,63.91,117.16,245.95,60.11,22.54,170.49,446.26,100.86,40.32,ComponentReplacement
MID11568,model1,9,0.0,0.0,23.9,55.0,0.0,47.11,error4,error4,0.0,0.0,79.71,0.0,59.78,Component3,Component3,146.0,50.88,57.4,29.07,15.0,Component4,Component4,237.17,650.66,148.55,64.23,109.53,216.43,52.84,23.8,170.58,447.46,100.96,40.39,NoIssue
MID11569,model3,10,41.98,31.1,0.0,0.0,0.0,22.87,error1,error1,0.0,0.0,0.0,0.0,38.06,Component1,Component1,82.0,34.38,43.75,42.73,14.69,Component3,Component4,228.7,624.34,152.03,63.46,108.18,208.75,59.34,20.78,170.63,447.37,100.59,40.32,NoIssue
MID11571,model3,9,0.0,45.03,67.5,0.0,0.0,38.59,error2,error2,0.0,67.5,0.0,0.0,75.0,Component2,Component2,57.71,64.83,67.33,48.62,17.19,Component1,Component4,239.86,657.52,146.26,63.84,118.89,201.44,63.54,21.95,170.93,447.26,100.43,40.26,ComponentRepair
MID11572,model3,9,82.5,80.0,56.55,0.0,0.0,30.0,error3,error3,82.5,75.53,0.0,0.0,50.35,Component2,Component2,43.2,73.2,88.33,50.14,23.04,Component3,Component4,225.9,661.43,145.74,65.47,111.31,213.9,60.53,21.37,170.98,445.43,100.9,40.36,NoIssue
MID11573,model3,9,30.74,45.0,56.25,0.0,0.0,17.31,error3,error2,37.5,56.25,0.0,0.0,37.5,Component2,Component2,67.0,39.67,68.4,40.88,15.96,Component3,Component2,237.72,635.6,167.11,66.44,115.74,185.65,63.54,19.28,170.89,446.32,100.54,40.32,ComponentRepair
MID11574,model2,9,95.61,60.0,60.0,67.5,0.0,24.37,error4,error4,135.0,60.0,67.5,0.0,33.33,Component3,Component3,52.12,37.12,44.62,48.0,13.55,Component3,Component4,226.34,620.24,155.07,66.64,108.18,204.76,64.42,18.12,171.01,445.41,101.39,40.35,ComponentReplacement
MID11576,model3,10,30.0,19.5,39.0,0.0,0.0,13.7,error4,error2,45.0,39.0,0.0,0.0,36.43,Component2,Component2,73.33,42.4,39.14,31.67,13.8,Component1,Component4,234.81,641.71,152.45,74.11,118.03,238.25,60.36,21.85,170.86,445.66,100.74,40.31,ComponentReplacement
MID11577,model4,9,127.92,48.75,39.0,0.0,0.0,24.55,error1,error3,0.0,48.75,0.0,0.0,54.0,Component1,Component2,57.67,47.67,47.29,69.2,16.92,Component4,Component3,246.86,641.3,159.24,63.51,105.41,210.02,65.56,20.75,170.56,446.58,101.0,40.23,ComponentRepair
MID11578,model3,10,115.92,0.0,0.0,0.0,0.0,95.39,error4,error1,0.0,0.0,0.0,0.0,0.0,Component1,Component1,63.25,24.12,59.5,28.27,15.77,Component2,Component4,233.76,644.42,148.01,61.23,109.18,199.88,60.85,23.06,170.45,447.23,100.85,40.25,ComponentRepair
MID11580,model3,10,45.0,0.0,0.0,0.0,0.0,37.5,error1,error1,112.5,0.0,0.0,0.0,112.5,Component1,Component1,72.0,31.86,36.21,68.14,15.32,Component1,Component3,232.43,657.48,150.44,61.93,117.41,221.18,64.53,20.34,170.8,446.58,100.45,40.17,NoIssue
MID11581,model3,9,0.0,45.52,48.75,0.0,0.0,22.76,error2,error2,0.0,48.75,0.0,0.0,39.0,Component2,Component2,48.33,58.57,30.5,40.12,14.61,Component3,Component3,238.46,626.29,153.55,65.24,115.63,191.83,62.03,21.11,170.59,445.43,100.6,40.4,ComponentRepair
MID11582,model3,10,0.0,71.25,57.0,0.0,0.0,26.57,error4,error3,0.0,71.25,0.0,0.0,71.25,Component2,Component2,50.67,49.38,51.12,32.0,12.75,Component3,Component4,235.64,619.68,155.56,61.79,117.14,223.54,66.43,21.36,170.19,445.92,100.77,40.14,ComponentRepair
MID11583,model4,10,28.27,49.19,71.25,0.0,0.0,25.84,error2,error2,0.0,63.82,0.0,0.0,53.19,Component2,Component2,69.5,50.43,54.71,36.8,15.82,Component2,Component4,254.41,643.68,157.77,62.54,113.34,196.41,64.29,20.29,170.8,446.65,100.86,40.26,ComponentRepair
MID11584,model4,10,33.36,45.92,45.0,0.0,0.0,18.37,error3,error2,0.0,45.0,0.0,0.0,37.5,Component2,Component2,72.2,47.0,31.45,38.83,13.78,Component1,Component4,235.59,624.26,153.86,61.93,102.99,173.43,64.03,19.29,170.51,444.64,100.58,40.21,ComponentRepair
MID11585,model2,10,147.38,52.46,60.0,67.5,0.0,23.83,error4,error2,0.0,60.0,67.5,0.0,37.5,Component3,Component3,42.5,40.0,29.55,65.0,11.45,Component3,Component3,232.96,635.39,175.53,67.6,112.26,190.91,64.76,20.16,170.15,445.64,101.24,40.3,ComponentRepair
MID11587,model2,10,52.5,67.5,67.5,60.0,0.0,24.55,error1,error1,70.0,67.5,60.0,0.0,33.75,Component1,Component1,33.78,50.0,27.4,58.33,14.23,Component2,Component2,237.73,634.07,156.01,62.42,118.73,177.19,63.34,20.39,171.07,448.16,101.28,40.38,ComponentRepair
MID11588,model4,10,37.94,75.0,75.0,0.0,0.0,20.0,error3,error1,30.0,75.0,0.0,0.0,48.0,Component2,Component2,38.43,37.25,53.8,32.9,11.43,Component2,Component4,224.58,648.27,162.54,62.55,104.72,173.99,58.61,19.76,170.66,446.88,100.8,40.27,ComponentRepair
MID11589,model3,9,65.0,40.73,0.0,0.0,0.0,40.71,error2,error1,65.0,0.0,0.0,0.0,71.25,Component2,Component1,37.0,49.0,64.5,54.0,15.52,Component2,Component2,233.76,677.12,150.96,68.01,103.14,236.88,56.55,22.85,170.68,447.69,100.84,40.36,NoIssue
MID11591,model3,10,0.0,52.5,63.0,0.0,0.0,26.25,error2,error2,0.0,52.5,0.0,0.0,52.5,Component2,Component2,46.17,20.7,48.7,73.4,15.65,Component3,Component3,248.18,628.98,161.87,62.51,114.31,204.43,60.12,21.34,170.89,445.19,100.76,40.17,ComponentRepair
MID11592,model3,10,36.68,50.0,50.0,0.0,0.0,29.0,error1,error1,30.0,50.0,0.0,0.0,48.0,Component1,Component2,52.17,57.88,33.91,59.6,15.9,Component4,Component3,232.19,644.0,148.22,68.54,114.33,220.85,60.42,21.97,170.76,446.09,100.59,40.22,ComponentRepair
MID11595,model2,9,56.25,22.5,22.5,51.0,0.0,19.62,error4,error4,75.0,22.5,63.75,0.0,28.33,Component3,Component3,45.33,45.43,31.22,58.43,13.56,Component4,Component1,230.15,624.66,164.09,62.28,107.3,243.24,61.18,22.04,170.98,447.7,101.15,40.27,ComponentRepair
MID11596,model4,9,67.5,52.5,52.5,0.0,0.0,34.29,error3,error1,67.5,52.5,0.0,0.0,60.0,Component2,Component1,45.22,31.62,52.75,47.67,14.52,Component3,Component1,236.38,629.23,152.57,68.92,118.28,227.59,61.54,20.53,171.11,446.89,100.58,40.31,ComponentRepair
MID11598,model4,10,0.0,44.23,35.46,0.0,0.0,21.56,error3,error3,0.0,48.75,0.0,0.0,48.75,Component2,Component2,70.33,82.67,45.2,62.83,17.71,Component1,Component3,231.72,659.96,154.32,61.97,103.33,235.96,63.87,17.11,170.62,446.43,100.71,40.22,ComponentRepair
MID11599,model1,10,100.81,55.0,66.0,60.0,0.0,20.62,error3,error2,0.0,55.0,60.0,0.0,40.71,Component1,Component2,42.12,41.71,25.43,32.0,13.0,Component4,Component1,231.82,646.2,153.26,61.9,117.93,238.38,61.69,17.71,170.79,446.21,101.06,40.33,ComponentRepair
MID11600,model3,9,55.0,72.76,25.49,0.0,0.0,29.53,error1,error1,82.5,0.0,0.0,0.0,80.0,Component1,Component1,60.62,128.75,33.89,47.86,18.93,Component1,Component3,239.81,638.71,161.96,65.16,111.25,238.81,62.7,21.41,170.73,447.63,100.61,40.26,NoIssue
MID11601,model4,9,35.0,51.21,63.75,0.0,0.0,19.7,error3,error2,35.0,63.75,0.0,0.0,36.43,Component2,Component2,55.14,42.89,77.75,51.83,16.0,Component4,Component2,235.34,636.89,153.17,64.08,106.74,216.48,65.2,23.2,170.93,446.2,100.63,40.39,ComponentRepair
MID11602,model2,10,44.35,74.27,85.9,63.75,0.0,24.55,error2,error4,52.5,146.56,63.75,0.0,36.64,Component2,Component3,38.14,39.27,68.14,63.86,16.31,Component2,Component2,245.32,649.92,152.83,61.75,107.7,230.92,61.7,21.84,170.53,446.75,101.26,40.18,NoIssue
MID11603,model2,10,54.02,90.0,90.0,70.0,0.0,32.16,error4,error4,0.0,90.0,70.0,0.0,42.5,Component3,Component3,51.89,35.25,113.0,45.3,15.94,Component3,Component4,227.84,619.85,176.74,73.21,114.81,233.37,59.47,19.39,170.62,446.02,101.11,40.36,ComponentRepair
MID11604,model3,10,33.23,36.28,37.5,0.0,0.0,20.68,error2,error1,22.5,37.5,0.0,0.0,18.75,Component2,Component1,37.62,30.11,41.38,45.12,11.85,Component4,Component2,237.44,628.12,151.0,64.75,113.4,220.55,63.69,20.48,170.98,446.34,100.7,40.36,ComponentReplacement
MID11606,model4,10,37.5,0.0,0.0,0.0,0.0,26.25,error1,error1,37.5,105.06,0.0,0.0,78.78,Component1,Component1,58.0,34.12,41.14,44.29,13.82,Component4,Component2,240.75,628.29,154.26,66.9,111.64,242.13,64.11,23.44,170.63,447.0,100.75,40.26,NoIssue
MID11607,model2,10,82.5,75.0,75.0,135.0,0.0,37.5,error4,error1,82.5,75.0,135.0,0.0,50.0,Component3,Component1,40.56,49.5,53.6,52.14,18.21,Component1,Component1,236.0,614.53,151.14,62.29,109.66,224.34,62.43,19.7,170.72,447.27,101.09,40.35,ComponentRepair
MID11608,model2,9,22.5,52.5,52.5,53.66,0.0,27.27,error1,error4,22.5,52.5,65.0,0.0,42.86,Component1,Component3,34.5,33.0,75.6,42.3,15.93,Component1,Component4,228.96,649.89,170.78,64.52,112.58,216.16,61.51,19.53,170.86,447.09,101.21,40.31,NoIssue
MID11609,model3,9,52.4,80.0,80.0,0.0,0.0,27.0,error2,error1,0.0,80.0,0.0,0.0,67.5,Component2,Component2,46.22,55.75,42.62,50.12,13.97,Component3,Component1,235.22,637.01,152.67,64.2,119.88,197.56,61.59,20.75,170.51,446.33,100.51,40.2,ComponentRepair
MID11610,model3,10,41.25,34.87,78.14,0.0,0.0,21.31,error3,error1,55.0,37.5,0.0,0.0,39.0,Component1,Component1,37.3,46.62,46.86,71.6,12.93,Component1,Component1,239.54,643.51,152.84,64.75,114.93,219.53,65.22,18.91,171.06,447.13,100.94,40.24,ComponentRepair
MID11612,model4,10,20.54,55.54,89.32,0.0,0.0,36.21,error2,error1,30.0,0.0,0.0,0.0,55.0,Component2,Component1,42.22,56.29,66.8,42.73,15.09,Component4,Component4,242.54,642.69,148.91,63.52,115.07,171.8,64.33,20.92,170.91,446.66,100.62,40.45,ComponentRepair
MID11613,model1,9,45.0,80.0,80.0,0.0,0.0,21.82,error2,error1,45.0,80.0,0.0,0.0,34.29,Component2,Component1,88.25,57.25,31.6,61.14,19.71,Component2,Component2,238.03,634.84,152.25,62.88,111.84,226.87,64.56,20.43,170.5,446.25,100.75,40.4,NoIssue
MID11616,model3,8,91.69,60.71,0.0,0.0,0.0,40.06,error2,error1,0.0,0.0,0.0,0.0,0.0,Component1,Component1,50.86,56.83,61.57,49.1,16.37,Component4,Component4,227.89,661.8,150.2,62.14,110.52,230.74,63.85,21.16,170.62,448.07,100.65,40.44,ComponentRepair
MID11618,model3,9,67.5,50.0,55.11,0.0,0.0,23.75,error1,error3,90.0,50.0,0.0,0.0,47.5,Component1,Component1,67.14,49.0,42.57,45.5,15.06,Component1,Component2,228.71,621.03,148.6,62.52,111.53,232.44,63.83,22.58,171.01,446.9,100.71,40.35,ComponentRepair
MID11619,model2,8,0.0,44.04,66.78,48.75,0.0,25.44,error3,error2,0.0,75.0,65.0,0.0,42.5,Component2,Component3,48.0,87.0,53.14,22.17,18.61,Component2,Component1,237.41,637.29,157.38,64.71,115.3,124.25,56.94,20.47,170.79,446.51,101.25,40.25,ComponentRepair
MID11620,model2,8,0.0,55.0,56.98,64.69,0.0,24.88,error3,error4,0.0,55.0,80.0,0.0,34.29,Component2,Component2,60.4,37.25,46.78,54.62,17.43,Component2,Component2,234.59,628.95,158.73,63.45,119.33,249.3,60.66,19.79,170.54,447.03,101.23,40.26,NoIssue
MID11621,model3,8,56.25,71.25,71.25,0.0,0.0,20.36,error3,error1,56.25,71.25,0.0,0.0,35.62,Component2,Component1,58.0,58.14,34.0,56.38,16.0,Component2,Component2,242.63,635.01,155.92,63.62,113.18,220.18,65.12,19.81,170.73,446.82,100.67,40.32,ComponentRepair
MID11622,model4,8,142.31,30.0,37.5,74.4,0.0,21.9,error1,error2,0.0,37.5,0.0,0.0,37.5,Component2,Component2,42.29,37.89,32.6,74.33,13.94,Component4,Component3,232.76,627.99,154.2,63.64,119.64,231.04,64.66,22.91,170.72,445.76,100.88,40.28,ComponentRepair
MID11623,model2,9,65.0,60.0,60.0,65.0,0.0,28.5,error4,error1,65.0,60.0,65.0,0.0,35.62,Component3,Component1,31.62,60.17,82.67,49.43,18.89,Component4,Component1,238.63,625.97,157.27,63.28,116.26,232.41,64.16,19.9,171.34,447.28,101.3,40.25,ComponentRepair
MID11624,model4,9,70.0,61.4,65.0,61.86,0.0,20.62,error2,error2,105.0,65.0,0.0,0.0,48.0,Component2,Component2,58.0,42.57,94.0,52.67,18.12,Component2,Component1,235.45,658.2,155.54,64.81,107.15,233.19,66.13,22.61,170.86,446.26,100.74,40.23,ComponentRepair
MID11625,model3,9,63.75,75.0,75.0,0.0,0.0,33.33,error3,error1,85.0,75.0,0.0,0.0,60.0,Component2,Component1,42.3,71.14,16.38,49.86,15.44,Component2,Component1,236.71,635.98,155.16,63.11,110.23,242.64,64.38,21.64,171.06,446.3,100.54,40.22,ComponentRepair
MID11626,model3,9,0.0,63.57,65.0,0.0,0.0,36.33,error2,error2,0.0,65.0,0.0,0.0,65.0,Component2,Component2,102.0,60.33,47.12,23.5,14.97,Component4,Component4,233.46,625.87,157.47,58.49,112.32,223.17,63.85,21.72,170.59,446.56,100.65,40.12,NoIssue
MID11627,model4,9,0.0,67.5,67.5,0.0,0.0,30.0,error3,error2,0.0,67.5,0.0,0.0,54.0,Component2,Component2,45.38,40.33,75.67,69.8,16.68,Component2,Component2,233.8,648.43,148.39,65.56,114.1,237.44,66.09,15.91,170.79,445.91,100.76,40.27,NoIssue
MID11629,model3,9,52.5,27.0,33.75,0.0,0.0,19.69,error1,error1,105.0,33.75,0.0,0.0,45.0,Component1,Component2,58.29,60.43,47.0,49.12,14.53,Component1,Component4,238.82,625.09,152.13,62.71,121.5,239.99,57.18,22.03,170.82,445.33,100.4,40.21,ComponentRepair
MID11630,model4,9,57.19,75.0,75.0,0.0,0.0,25.0,error3,error1,65.0,61.82,0.0,0.0,38.64,Component2,Component2,57.57,42.88,51.44,29.67,16.4,Component2,Component3,237.15,645.24,150.77,70.66,98.89,225.57,57.39,18.44,170.79,446.25,100.68,40.33,ComponentReplacement
MID11631,model3,9,37.61,57.07,32.32,0.0,0.0,19.02,error3,error3,0.0,45.0,0.0,0.0,33.75,Component2,Component2,57.17,24.83,41.0,50.6,11.52,Component4,Component2,228.04,612.36,152.86,63.19,120.84,193.42,65.64,20.03,170.88,447.25,100.6,40.27,ComponentRepair
MID11632,model3,9,40.49,55.0,55.0,0.0,0.0,21.3,error1,error1,48.75,55.0,0.0,0.0,27.86,Component1,Component1,67.17,44.8,61.86,61.86,17.43,Component3,Component2,250.67,662.82,168.18,68.06,105.69,203.41,59.09,21.76,171.2,446.9,100.48,40.31,ComponentReplacement
MID11633,model4,9,0.0,0.0,0.0,0.0,0.0,0.0,error3,error2,0.0,0.0,0.0,0.0,0.0,Component2,Component2,71.43,121.25,48.09,37.18,16.0,Component3,Component3,234.18,663.06,179.51,63.25,91.91,225.48,61.44,23.79,170.56,447.25,100.85,40.3,ComponentRepair
MID11634,model3,8,0.0,65.0,61.82,57.9,0.0,23.18,error1,error3,0.0,65.0,0.0,0.0,63.75,Component1,Component2,60.57,41.75,48.2,28.0,14.12,Component4,Component2,234.88,619.41,161.39,62.63,119.75,210.98,64.75,22.24,170.66,446.04,100.6,40.31,ComponentRepair
MID11635,model3,9,32.94,22.92,37.65,0.0,0.0,30.96,error2,error1,0.0,0.0,0.0,0.0,52.5,Component2,Component1,50.29,45.88,26.33,58.86,14.19,Component1,Component2,246.03,634.74,151.77,62.41,119.27,248.98,59.84,20.3,170.82,447.23,100.83,40.29,ComponentRepair
MID11636,model1,9,0.0,0.0,0.0,55.0,0.0,33.0,error4,error4,0.0,0.0,55.0,0.0,41.25,Component3,Component3,58.0,85.2,48.14,44.11,17.04,Component2,Component4,230.21,626.93,157.21,66.12,113.35,216.22,62.26,22.2,170.43,447.52,101.04,40.11,NoIssue
MID11637,model3,9,0.0,0.0,0.0,0.0,0.0,56.18,error3,error1,0.0,0.0,0.0,0.0,0.0,Component1,Component1,61.2,47.75,45.78,58.67,15.75,Component4,Component3,235.39,661.08,148.83,63.23,103.47,219.49,64.9,21.07,170.9,447.37,100.81,40.19,NoIssue
MID11638,model3,8,0.0,50.0,45.64,0.0,0.0,22.82,error2,error3,0.0,50.0,0.0,0.0,50.0,Component2,Component2,15.0,35.62,48.33,49.29,16.11,Component3,Component3,232.85,629.78,157.58,62.31,118.13,230.75,63.25,22.82,170.87,446.98,100.78,40.41,ComponentRepair
MID11639,model3,9,3.66,74.64,60.04,0.0,0.0,47.38,error2,error1,0.0,0.0,0.0,0.0,67.5,Component2,Component1,49.14,52.33,72.33,38.6,18.67,Component1,Component1,235.39,629.16,159.79,64.5,104.35,213.6,50.54,20.74,170.21,446.82,100.65,40.29,NoIssue
MID11640,model3,9,37.5,61.44,47.49,84.84,0.0,20.45,error2,error2,37.5,45.0,0.0,0.0,48.75,Component2,Component1,38.45,58.0,53.56,75.29,15.94,Component3,Component1,239.61,636.19,156.43,65.86,117.2,239.08,63.82,23.3,170.79,447.64,100.71,40.29,ComponentRepair
MID11641,model3,8,94.44,33.75,42.81,0.0,0.0,25.46,error4,error2,90.0,45.0,0.0,0.0,36.0,Component1,Component2,35.38,76.5,59.0,42.0,16.96,Component1,Component1,232.22,634.53,150.17,65.03,118.33,227.59,61.06,22.28,170.63,445.9,100.92,40.24,ComponentRepair
MID11643,model3,8,37.5,33.75,33.75,0.0,0.0,21.82,error1,error2,37.5,45.0,0.0,0.0,48.0,Component1,Component2,31.33,31.44,36.57,33.25,12.83,Component4,Component2,233.26,641.04,158.23,68.94,111.74,240.32,61.19,21.5,170.63,447.02,100.9,40.34,ComponentRepair
MID11644,model4,8,70.0,0.0,0.0,0.0,0.0,70.0,error1,error1,70.0,0.0,0.0,0.0,70.0,Component1,Component1,46.33,89.4,55.29,40.2,14.42,Component1,Component4,230.82,628.88,154.49,67.12,107.95,216.1,60.7,22.64,170.88,448.24,100.61,40.3,NoIssue
MID11645,model3,9,55.0,85.0,85.0,0.0,0.0,25.5,error2,error1,55.0,85.0,0.0,0.0,42.5,Component2,Component1,39.0,66.86,40.44,41.62,15.03,Component3,Component3,246.14,636.98,148.36,66.59,118.5,229.72,61.28,23.29,170.86,447.03,100.81,40.23,ComponentRepair
MID11646,model4,9,0.0,0.0,0.0,0.0,0.0,17.89,error1,error1,0.0,95.56,0.0,0.0,95.56,Component2,Component2,62.14,66.0,25.3,24.67,16.0,Component3,Component3,226.35,632.74,149.82,65.08,117.21,218.37,62.67,21.15,170.43,446.69,100.71,40.25,NoIssue
MID11647,model3,8,52.54,50.48,80.0,0.0,0.0,25.24,error2,error2,0.0,80.0,0.0,0.0,61.53,Component2,Component2,40.62,46.25,50.0,65.71,18.57,Component1,Component1,236.28,627.01,155.47,61.54,116.53,169.31,60.6,21.68,170.63,444.98,100.69,40.34,NoIssue
MID11648,model4,8,24.84,48.0,80.0,0.0,0.0,24.0,error2,error2,0.0,80.0,0.0,0.0,60.0,Component2,Component2,109.75,40.22,45.5,69.6,18.5,Component3,Component3,228.27,645.91,158.35,77.61,117.84,211.06,59.91,21.9,170.68,446.42,100.45,40.24,NoIssue
MID11649,model4,9,0.0,0.0,0.0,0.0,0.0,59.36,error5,error1,0.0,0.0,0.0,0.0,0.0,Component1,Component1,40.43,89.6,44.5,31.18,16.56,Component2,Component4,236.89,621.87,168.74,64.05,112.86,226.88,66.13,22.25,170.68,447.69,100.8,40.23,NoIssue
MID11650,model3,9,0.0,10.03,15.0,0.0,0.0,20.01,error1,error2,0.0,15.0,0.0,0.0,40.0,Component1,Component2,31.33,38.78,31.44,40.0,13.31,Component1,Component2,226.49,637.8,157.65,75.88,108.91,215.56,63.42,22.62,170.73,446.2,100.24,40.37,ComponentRepair
MID11652,model3,9,60.0,45.0,67.5,0.0,0.0,21.43,error2,error2,60.0,67.5,0.0,0.0,37.5,Component2,Component1,70.71,40.91,62.5,50.0,18.33,Component1,Component2,241.44,647.92,156.89,63.9,115.38,151.46,62.84,22.03,171.08,447.71,100.65,40.25,ComponentRepair
MID11653,model4,8,127.5,0.02,42.54,0.0,0.0,42.5,error1,error1,127.5,0.0,0.0,0.0,85.0,Component1,Component1,56.0,82.83,24.36,90.33,18.33,Component2,Component3,252.21,645.93,153.91,62.51,111.84,253.35,62.27,20.64,170.88,447.22,100.98,40.28,NoIssue
MID11654,model4,9,0.0,42.0,30.0,127.77,0.0,26.12,error2,error2,0.0,30.0,0.0,0.0,30.0,Component2,Component2,47.43,38.56,56.5,62.43,15.06,Component1,Component2,258.46,614.41,172.83,71.71,121.8,193.08,66.17,20.08,170.56,445.89,100.65,40.34,ComponentRepair
MID11656,model4,9,0.0,0.0,0.0,0.0,0.0,48.78,error3,error1,0.0,0.0,0.0,0.0,0.0,Component2,Component2,103.5,29.67,47.67,33.43,17.04,Component1,Component3,235.85,626.56,154.52,63.09,118.08,237.69,65.23,19.22,170.45,447.21,100.64,40.31,NoIssue
MID11659,model3,9,80.0,102.4,57.64,0.0,0.0,30.72,error2,error3,120.0,67.5,0.0,0.0,63.75,Component1,Component1,41.5,95.0,44.29,27.17,16.93,Component1,Component1,228.27,656.5,156.54,70.79,112.03,168.18,63.61,21.09,170.58,446.0,100.7,40.26,ComponentRepair
MID11660,model2,8,75.0,60.0,90.0,40.72,0.0,20.36,error4,error4,75.0,95.71,71.25,0.0,33.57,Component3,Component3,58.75,53.33,91.2,45.86,18.04,Component1,Component1,239.33,623.75,152.99,70.34,116.55,189.36,63.86,22.81,170.7,446.28,101.45,40.31,NoIssue
MID11664,model4,8,24.56,45.0,33.75,0.0,0.0,20.46,error1,error3,0.0,45.0,0.0,0.0,33.75,Component1,Component2,72.25,41.36,47.86,70.0,17.93,Component3,Component2,237.64,623.44,157.19,62.82,110.55,242.77,64.53,18.7,170.91,446.7,100.87,40.37,ComponentRepair
MID11665,model3,9,30.0,74.81,28.31,0.0,0.0,31.17,error3,error1,45.0,0.0,0.0,0.0,30.0,Component1,Component1,53.67,73.0,39.11,45.78,16.86,Component3,Component3,228.71,623.19,144.95,61.54,113.06,210.87,61.38,20.87,170.83,446.89,100.25,40.23,NoIssue
MID11666,model4,8,37.5,37.13,37.5,15.86,0.0,18.33,error2,error2,37.5,91.71,0.0,0.0,55.02,Component2,Component2,46.29,46.5,49.33,36.0,14.32,Component4,Component3,227.37,620.34,145.86,64.37,115.69,143.62,64.47,22.58,170.85,446.26,100.59,40.32,ComponentRepair
MID11668,model4,9,56.25,59.81,15.0,0.0,0.0,29.28,error1,error1,75.0,15.0,0.0,0.0,45.0,Component1,Component1,116.0,54.83,80.8,46.56,19.33,Component1,Component4,233.82,657.13,162.93,64.79,113.27,202.89,67.0,22.73,170.56,446.75,100.77,40.21,ComponentRepair
MID11669,model4,9,105.0,62.29,60.04,0.0,0.0,23.96,error2,error2,105.0,45.0,0.0,0.0,47.5,Component1,Component2,76.83,42.89,59.5,77.2,18.61,Component1,Component2,233.04,640.63,151.05,67.96,105.91,225.47,62.45,22.76,170.9,444.4,100.74,40.23,ComponentRepair
MID11670,model3,9,68.06,37.14,39.0,0.0,0.0,17.33,error2,error2,67.5,39.0,0.0,0.0,27.86,Component2,Component2,34.1,47.6,65.2,44.67,15.32,Component2,Component1,235.42,627.97,156.73,64.07,112.63,149.62,59.6,21.98,171.01,445.25,100.88,40.26,ComponentRepair
MID11671,model3,8,99.14,60.0,63.22,81.94,0.0,28.74,error1,error3,0.0,60.0,0.0,0.0,45.0,Component2,Component2,112.0,29.75,32.42,34.0,12.67,Component2,Component3,237.79,642.94,152.01,66.29,109.79,223.44,60.26,22.01,170.89,445.79,100.93,40.23,ComponentRepair
MID11674,model2,7,33.75,50.0,60.0,22.5,0.0,17.65,error3,error2,45.0,60.0,22.5,0.0,30.0,Component2,Component2,38.0,30.38,93.8,69.29,14.26,Component4,Component2,241.63,621.0,150.53,63.77,119.21,174.12,51.24,21.32,171.33,445.32,100.85,40.3,ComponentRepair
MID11680,model4,8,58.67,45.0,67.5,0.0,0.0,26.07,error1,error1,70.0,67.5,0.0,0.0,42.0,Component1,Component1,48.25,29.71,50.86,49.33,13.75,Component1,Component1,248.23,648.12,151.73,64.21,109.77,240.63,64.83,18.49,171.25,446.51,100.62,40.32,ComponentRepair
MID11681,model3,7,95.25,51.66,70.0,0.0,0.0,27.33,error1,error2,0.0,70.0,0.0,0.0,56.25,Component1,Component2,105.6,49.67,25.1,40.7,16.87,Component1,Component4,224.21,622.36,152.72,62.96,109.99,251.35,60.48,20.43,170.68,446.55,100.63,40.27,NoIssue
MID11682,model4,7,45.32,35.0,52.5,34.79,0.0,19.5,error4,error1,55.0,52.5,0.0,0.0,33.0,Component1,Component1,51.83,36.22,44.2,34.56,12.28,Component2,Component2,235.88,626.36,156.1,62.53,112.5,197.63,63.96,23.6,171.1,448.08,100.81,40.36,ComponentRepair
